Model,MDO3052
2.22E-03,-0.00109375
2.23E-03,-0.00125
2.24E-03,-0.00153125
2.25E-03,-0.00146875
2.26E-03,-0.00146875
2.27E-03,-0.001375
2.28E-03,-0.00265625
2.29E-03,-0.00240625
2.30E-03,-0.00253125
2.31E-03,-0.00228125
2.32E-03,-0.0021875
2.33E-03,-0.0018125
2.34E-03,-0.00196875
2.35E-03,-0.001625
2.36E-03,-0.0020625
2.37E-03,-0.00271875
2.38E-03,-0.00221875
2.39E-03,-0.0031875
2.40E-03,-0.00375
2.41E-03,-0.0025
2.42E-03,-0.002125
2.43E-03,-0.00275
2.44E-03,-0.00371875
2.45E-03,-0.0040625
2.46E-03,-0.00371875
2.47E-03,-0.00334375
2.48E-03,-0.00359375
2.49E-03,-0.0038125
2.50E-03,-0.0030625
2.51E-03,-0.00346875
2.52E-03,-0.00346875
2.53E-03,-0.0035625
2.54E-03,-0.0038125
2.55E-03,-0.003625
2.56E-03,-0.004
2.57E-03,-0.003375
2.58E-03,-0.00371875
2.59E-03,-0.00390625
2.60E-03,-0.00384375
2.61E-03,-0.003875
2.62E-03,-0.00409375
2.63E-03,-0.004375
2.64E-03,-0.00403125
2.65E-03,-0.0033125
2.66E-03,-0.00471875
2.67E-03,-0.00440625
2.68E-03,-0.004625
2.69E-03,-0.0029375
2.70E-03,-0.00490625
2.71E-03,-0.00428125
2.72E-03,-0.0045625
2.73E-03,-0.0046875
2.74E-03,-0.003875
2.75E-03,-0.00509375
2.76E-03,-0.00409375
2.77E-03,-0.00446875
2.78E-03,-0.0039375
2.79E-03,-0.00403125
2.80E-03,-0.0048125
2.81E-03,-0.00484375
2.82E-03,-0.00528125
2.83E-03,-0.00403125
2.84E-03,-0.004625
2.85E-03,-0.0045
2.86E-03,-0.00475
2.87E-03,-0.0041875
2.88E-03,-0.00421875
2.89E-03,-0.004625
2.90E-03,-0.00425
2.91E-03,-0.0050625
2.92E-03,-0.005
2.93E-03,-0.0038125
2.94E-03,-0.00490625
2.95E-03,-0.00465625
2.96E-03,-0.00396875
2.97E-03,-0.004875
2.98E-03,-0.00478125
2.99E-03,-0.00471875
3.00E-03,-0.004125
3.01E-03,-0.00534375
3.02E-03,-0.0053125
3.03E-03,-0.0053125
3.04E-03,-0.004375
3.05E-03,-0.00515625
3.06E-03,-0.004125
3.07E-03,-0.005125
3.08E-03,-0.00484375
3.09E-03,-0.00496875
3.10E-03,-0.004625
3.11E-03,-0.006125
3.12E-03,-0.00490625
3.13E-03,-0.0061875
3.14E-03,-0.00521875
3.15E-03,-0.00478125
3.16E-03,-0.00565625
3.17E-03,-0.00521875
3.18E-03,-0.00528125
3.19E-03,-0.00596875
3.20E-03,-0.00496875
3.21E-03,-0.004625
3.22E-03,-0.00503125
3.23E-03,-0.004875
3.24E-03,-0.00396875
3.25E-03,-0.0055
3.26E-03,-0.005625
3.27E-03,-0.00584375
3.28E-03,-0.0055625
3.29E-03,-0.004875
3.30E-03,-0.00575
3.31E-03,-0.0046875
3.32E-03,-0.005875
3.33E-03,-0.00509375
3.34E-03,-0.00475
3.35E-03,-0.00625
3.36E-03,-0.00440625
3.37E-03,-0.00521875
3.38E-03,-0.00546875
3.39E-03,-0.00590625
3.40E-03,-0.00534375
3.41E-03,-0.00434375
3.42E-03,-0.0051875
3.43E-03,-0.00478125
3.44E-03,-0.00609375
3.45E-03,-0.00571875
3.46E-03,-0.0061875
3.47E-03,-0.00484375
3.48E-03,-0.00528125
3.49E-03,-0.00575
3.50E-03,-0.00509375
3.51E-03,-0.00575
3.52E-03,-0.00571875
3.53E-03,-0.00571875
3.54E-03,-0.0060625
3.55E-03,-0.00478125
3.56E-03,-0.0053125
3.57E-03,-0.00515625
3.58E-03,-0.00540625
3.59E-03,-0.00521875
3.60E-03,-0.00509375
3.61E-03,-0.0055
3.62E-03,-0.00525
3.63E-03,-0.00553125
3.64E-03,-0.00565625
3.65E-03,-0.00421875
3.66E-03,-0.0053125
3.67E-03,-0.005625
3.68E-03,-0.00528125
3.69E-03,-0.0054375
3.70E-03,-0.00475
3.71E-03,-0.00459375
3.72E-03,-0.0048125
3.73E-03,-0.00509375
3.74E-03,-0.006
3.75E-03,-0.0054375
3.76E-03,-0.0058125
3.77E-03,-0.00578125
3.78E-03,-0.0050625
3.79E-03,-0.00559375
3.80E-03,-0.00434375
3.81E-03,-0.00640625
3.82E-03,-0.005125
3.83E-03,-0.00584375
3.84E-03,-0.0064375
3.85E-03,-0.00628125
3.86E-03,-0.0054375
3.87E-03,-0.005375
3.88E-03,-0.0054375
3.89E-03,-0.0059375
3.90E-03,-0.0048125
3.91E-03,-0.0050625
3.92E-03,-0.00484375
3.93E-03,-0.00603125
3.94E-03,-0.00659375
3.95E-03,-0.004625
3.96E-03,-0.00540625
3.97E-03,-0.00528125
3.98E-03,-0.00525
3.99E-03,-0.00528125
4.00E-03,-0.00590625
4.01E-03,-0.0050625
4.02E-03,-0.00609375
4.03E-03,-0.00540625
4.04E-03,-0.0065625
4.05E-03,-0.00578125
4.06E-03,-0.00540625
4.07E-03,-0.00540625
4.08E-03,-0.00534375
4.09E-03,-0.00553125
4.10E-03,-0.0053125
4.11E-03,-0.00575
4.12E-03,-0.00528125
4.13E-03,-0.00596875
4.14E-03,-0.00571875
4.15E-03,-0.00675
4.16E-03,-0.005125
4.17E-03,-0.0053125
4.18E-03,-0.0055625
4.19E-03,-0.0049375
4.20E-03,-0.005
4.21E-03,-0.00609375
4.22E-03,-0.0050625
4.23E-03,-0.0049375
4.24E-03,-0.004875
4.25E-03,-0.00571875
4.26E-03,-0.00603125
4.27E-03,-0.00575
4.28E-03,-0.00578125
4.29E-03,-0.00540625
4.30E-03,-0.00540625
4.31E-03,-0.005
4.32E-03,-0.006
4.33E-03,-0.00590625
4.34E-03,-0.00590625
4.35E-03,-0.00571875
4.36E-03,-0.00553125
4.37E-03,-0.0061875
4.38E-03,-0.00584375
4.39E-03,-0.00546875
4.40E-03,-0.0051875
4.41E-03,-0.00584375
4.42E-03,-0.00484375
4.43E-03,-0.00478125
4.44E-03,-0.00653125
4.45E-03,-0.00584375
4.46E-03,-0.00540625
4.47E-03,-0.00628125
4.48E-03,-0.00584375
4.49E-03,-0.00578125
4.50E-03,-0.0056875
4.51E-03,-0.00553125
4.52E-03,-0.00584375
4.53E-03,-0.00484375
4.54E-03,-0.00496875
4.55E-03,-0.0053125
4.56E-03,-0.0054375
4.57E-03,-0.00565625
4.58E-03,-0.006625
4.59E-03,-0.00465625
4.60E-03,-0.00546875
4.61E-03,-0.00578125
4.62E-03,-0.0061875
4.63E-03,-0.00565625
4.64E-03,-0.00603125
4.65E-03,-0.0054375
4.66E-03,-0.00496875
4.67E-03,-0.00553125
4.68E-03,-0.005625
4.69E-03,-0.0049375
4.70E-03,-0.005375
4.71E-03,-0.004625
4.72E-03,-0.005625
4.73E-03,-0.00565625
4.74E-03,-0.00596875
4.75E-03,-0.00534375
4.76E-03,-0.00553125
4.77E-03,-0.00509375
4.78E-03,-0.0048125
4.79E-03,-0.005375
4.80E-03,-0.00534375
4.81E-03,-0.0058125
4.82E-03,-0.00628125
4.83E-03,-0.00553125
4.84E-03,-0.00628125
4.85E-03,-0.00540625
4.86E-03,-0.005375
4.87E-03,-0.0051875
4.88E-03,-0.0056875
4.89E-03,-0.00525
4.90E-03,-0.0045625
4.91E-03,-0.00503125
4.92E-03,-0.00503125
4.93E-03,-0.00546875
4.94E-03,-0.0055625
4.95E-03,-0.00575
4.96E-03,-0.00521875
4.97E-03,-0.00546875
4.98E-03,-0.0054375
4.99E-03,-0.0045
5.00E-03,-0.00540625
5.01E-03,-0.00546875
5.02E-03,-0.00559375
5.03E-03,-0.0054375
5.04E-03,-0.00521875
5.05E-03,-0.00453125
5.06E-03,-0.0064375
5.07E-03,-0.00571875
5.08E-03,-0.0055625
5.09E-03,-0.0055
5.10E-03,-0.0055625
5.11E-03,-0.0050625
5.12E-03,-0.00559375
5.13E-03,-0.0055
5.14E-03,-0.005625
5.15E-03,-0.00546875
5.16E-03,-0.0055625
5.17E-03,-0.00571875
5.18E-03,-0.005125
5.19E-03,-0.0054375
5.20E-03,-0.00665625
5.21E-03,-0.0060625
5.22E-03,-0.005625
5.23E-03,-0.005875
5.24E-03,-0.00553125
5.25E-03,-0.005375
5.26E-03,-0.005375
5.27E-03,-0.00534375
5.28E-03,-0.0053125
5.29E-03,-0.0050625
5.30E-03,-0.005625
5.31E-03,-0.00621875
5.32E-03,-0.0054375
5.33E-03,-0.006125
5.34E-03,-0.00571875
5.35E-03,-0.00528125
5.36E-03,-0.00565625
5.37E-03,-0.005375
5.38E-03,-0.00571875
5.39E-03,-0.0049375
5.40E-03,-0.00575
5.41E-03,-0.00496875
5.42E-03,-0.0058125
5.43E-03,-0.00534375
5.44E-03,-0.0063125
5.45E-03,-0.0053125
5.46E-03,-0.005375
5.47E-03,-0.0051875
5.48E-03,-0.0056875
5.49E-03,-0.00534375
5.50E-03,-0.00503125
5.51E-03,-0.0061875
5.52E-03,-0.00503125
5.53E-03,-0.0045625
5.54E-03,-0.00509375
5.55E-03,-0.00534375
5.56E-03,-0.004875
5.57E-03,-0.005125
5.58E-03,-0.00546875
5.59E-03,-0.00565625
5.60E-03,-0.0065
5.61E-03,-0.00565625
5.62E-03,-0.00584375
5.63E-03,-0.00525
5.64E-03,-0.00571875
5.65E-03,-0.005375
5.66E-03,-0.005375
5.67E-03,-0.0055625
5.68E-03,-0.0055
5.69E-03,-0.00565625
5.70E-03,-0.00621875
5.71E-03,-0.00575
5.72E-03,-0.0050625
5.73E-03,-0.006
5.74E-03,-0.00534375
5.75E-03,-0.00478125
5.76E-03,-0.00621875
5.77E-03,-0.00521875
5.78E-03,-0.00596875
5.79E-03,-0.00621875
5.80E-03,-0.0051875
5.81E-03,-0.00528125
5.82E-03,-0.00575
5.83E-03,-0.0054375
5.84E-03,-0.00528125
5.85E-03,-0.00490625
5.86E-03,-0.00575
5.87E-03,-0.0054375
5.88E-03,-0.0049375
5.89E-03,-0.0045625
5.90E-03,-0.00546875
5.91E-03,-0.00490625
5.92E-03,-0.0058125
5.93E-03,-0.00534375
5.94E-03,-0.00540625
5.95E-03,-0.00528125
5.96E-03,-0.00534375
5.97E-03,-0.005875
5.98E-03,-0.005125
5.99E-03,-0.00490625
6.00E-03,-0.00559375
6.01E-03,-0.00575
6.02E-03,-0.0059375
6.03E-03,-0.00496875
6.04E-03,-0.0055625
6.05E-03,-0.0058125
6.06E-03,-0.00496875
6.07E-03,-0.00678125
6.08E-03,-0.00515625
6.09E-03,-0.00559375
6.10E-03,-0.0058125
6.11E-03,-0.00584375
6.12E-03,-0.0050625
6.13E-03,-0.0051875
6.14E-03,-0.00490625
6.15E-03,-0.00559375
6.16E-03,-0.0055
6.17E-03,-0.0056875
6.18E-03,-0.00553125
6.19E-03,-0.0058125
6.20E-03,-0.00609375
6.21E-03,-0.0051875
6.22E-03,-0.0055625
6.23E-03,-0.00471875
6.24E-03,-0.00534375
6.25E-03,-0.0055625
6.26E-03,-0.00525
6.27E-03,-0.0054375
6.28E-03,-0.00640625
6.29E-03,-0.0053125
6.30E-03,-0.00590625
6.31E-03,-0.00565625
6.32E-03,-0.0058125
6.33E-03,-0.005125
6.34E-03,-0.006125
6.35E-03,-0.0048125
6.36E-03,-0.0059375
6.37E-03,-0.00575
6.38E-03,-0.0051875
6.39E-03,-0.00590625
6.40E-03,-0.00521875
6.41E-03,-0.00584375
6.42E-03,-0.0053125
6.43E-03,-0.005875
6.44E-03,-0.00584375
6.45E-03,-0.0045625
6.46E-03,-0.0053125
6.47E-03,-0.006625
6.48E-03,-0.00575
6.49E-03,-0.00515625
6.50E-03,-0.0055
6.51E-03,-0.00559375
6.52E-03,-0.00603125
6.53E-03,-0.006
6.54E-03,-0.00553125
6.55E-03,-0.00609375
6.56E-03,-0.005625
6.57E-03,-0.00621875
6.58E-03,-0.005875
6.59E-03,-0.0060625
6.60E-03,-0.00578125
6.61E-03,-0.00559375
6.62E-03,-0.00575
6.63E-03,-0.0066875
6.64E-03,-0.00540625
6.65E-03,-0.00534375
6.66E-03,-0.0058125
6.67E-03,-0.00596875
6.68E-03,-0.00634375
6.69E-03,-0.00625
6.70E-03,-0.00621875
6.71E-03,-0.00475
6.72E-03,-0.00571875
6.73E-03,-0.00515625
6.74E-03,-0.0053125
6.75E-03,-0.0056875
6.76E-03,-0.0053125
6.77E-03,-0.0064375
6.78E-03,-0.00471875
6.79E-03,-0.0055625
6.80E-03,-0.00590625
6.81E-03,-0.00565625
6.82E-03,-0.00621875
6.83E-03,-0.0055625
6.84E-03,-0.005875
6.85E-03,-0.00553125
6.86E-03,-0.0056875
6.87E-03,-0.0048125
6.88E-03,-0.00628125
6.89E-03,-0.00459375
6.90E-03,-0.00565625
6.91E-03,-0.00534375
6.92E-03,-0.00609375
6.93E-03,-0.00521875
6.94E-03,-0.00571875
6.95E-03,-0.0056875
6.96E-03,-0.00453125
6.97E-03,-0.0043125
6.98E-03,-0.0049375
6.99E-03,-0.005625
7.00E-03,-0.0055625
7.01E-03,-0.0051875
7.02E-03,-0.006
7.03E-03,-0.00496875
7.04E-03,-0.00628125
7.05E-03,-0.00465625
7.06E-03,-0.006
7.07E-03,-0.0054375
7.08E-03,-0.00546875
7.09E-03,-0.00465625
7.10E-03,-0.00603125
7.11E-03,-0.00575
7.12E-03,-0.00615625
7.13E-03,-0.00621875
7.14E-03,-0.005
7.15E-03,-0.006125
7.16E-03,-0.00553125
7.17E-03,-0.00559375
7.18E-03,-0.00546875
7.19E-03,-0.0049375
7.20E-03,-0.00540625
7.21E-03,-0.00565625
7.22E-03,-0.00534375
7.23E-03,-0.00553125
7.24E-03,-0.0059375
7.25E-03,-0.00571875
7.26E-03,-0.00615625
7.27E-03,-0.00559375
7.28E-03,-0.005625
7.29E-03,-0.0053125
7.30E-03,-0.00540625
7.31E-03,-0.00571875
7.32E-03,-0.00634375
7.33E-03,-0.0045
7.34E-03,-0.0063125
7.35E-03,-0.00503125
7.36E-03,-0.00653125
7.37E-03,-0.0046875
7.38E-03,-0.0055
7.39E-03,-0.00546875
7.40E-03,-0.0049375
7.41E-03,-0.0061875
7.42E-03,-0.0061875
7.43E-03,-0.00521875
7.44E-03,-0.00609375
7.45E-03,-0.00628125
7.46E-03,-0.00553125
7.47E-03,-0.0055625
7.48E-03,-0.0053125
7.49E-03,-0.005
7.50E-03,-0.00575
7.51E-03,-0.00546875
7.52E-03,-0.00534375
7.53E-03,-0.00490625
7.54E-03,-0.0059375
7.55E-03,-0.00615625
7.56E-03,-0.00484375
7.57E-03,-0.00525
7.58E-03,-0.00609375
7.59E-03,-0.006125
7.60E-03,-0.0058125
7.61E-03,-0.00571875
7.62E-03,-0.00521875
7.63E-03,-0.00509375
7.64E-03,-0.00546875
7.65E-03,-0.00571875
7.66E-03,-0.00571875
7.67E-03,-0.00525
7.68E-03,-0.0058125
7.69E-03,-0.00534375
7.70E-03,-0.00584375
7.71E-03,-0.006125
7.72E-03,-0.00540625
7.73E-03,-0.00540625
7.74E-03,-0.0055625
7.75E-03,-0.00590625
7.76E-03,-0.0055
7.77E-03,-0.00484375
7.78E-03,-0.0056875
7.79E-03,-0.00490625
7.80E-03,-0.0054375
7.81E-03,-0.00546875
7.82E-03,-0.00525
7.83E-03,-0.0051875
7.84E-03,-0.00546875
7.85E-03,-0.005625
7.86E-03,-0.00634375
7.87E-03,-0.00440625
7.88E-03,-0.0051875
7.89E-03,-0.00509375
7.90E-03,-0.005625
7.91E-03,-0.00546875
7.92E-03,-0.00540625
7.93E-03,-0.005875
7.94E-03,-0.00578125
7.95E-03,-0.005375
7.96E-03,-0.00584375
7.97E-03,-0.00525
7.98E-03,-0.0059375
7.99E-03,-0.00503125
8.00E-03,-0.00528125
8.01E-03,-0.00603125
8.02E-03,-0.0059375
8.03E-03,-0.00559375
8.04E-03,-0.00590625
8.05E-03,-0.005625
8.06E-03,-0.00584375
8.07E-03,-0.0050625
8.08E-03,-0.00525
8.09E-03,-0.0060625
8.10E-03,-0.0066875
8.11E-03,-0.005125
8.12E-03,-0.00609375
8.13E-03,-0.00584375
8.14E-03,-0.00575
8.15E-03,-0.0055
8.16E-03,-0.00590625
8.17E-03,-0.00590625
8.18E-03,-0.006125
8.19E-03,-0.00509375
8.20E-03,-0.00559375
8.21E-03,-0.00496875
8.22E-03,-0.0055625
8.23E-03,-0.004625
8.24E-03,-0.00553125
8.25E-03,-0.0061875
8.26E-03,-0.00584375
8.27E-03,-0.0053125
8.28E-03,-0.00596875
8.29E-03,-0.00496875
8.30E-03,-0.00578125
8.31E-03,-0.0056875
8.32E-03,-0.005375
8.33E-03,-0.00525
8.34E-03,-0.0058125
8.35E-03,-0.0055625
8.36E-03,-0.0053125
8.37E-03,-0.00578125
8.38E-03,-0.005
8.39E-03,-0.00528125
8.40E-03,-0.00653125
8.41E-03,-0.0053125
8.42E-03,-0.006125
8.43E-03,-0.00465625
8.44E-03,-0.0053125
8.45E-03,-0.0054375
8.46E-03,-0.0058125
8.47E-03,-0.005625
8.48E-03,-0.00609375
8.49E-03,-0.00571875
8.50E-03,-0.00484375
8.51E-03,-0.0055625
8.52E-03,-0.00565625
8.53E-03,-0.00534375
8.54E-03,-0.0061875
8.55E-03,-0.00584375
8.56E-03,-0.0053125
8.57E-03,-0.00646875
8.58E-03,-0.00528125
8.59E-03,-0.0058125
8.60E-03,-0.0058125
8.61E-03,-0.00496875
8.62E-03,-0.00528125
8.63E-03,-0.00528125
8.64E-03,-0.00553125
8.65E-03,-0.00609375
8.66E-03,-0.0053125
8.67E-03,-0.00546875
8.68E-03,-0.00534375
8.69E-03,-0.00603125
8.70E-03,-0.00540625
8.71E-03,-0.00565625
8.72E-03,-0.00596875
8.73E-03,-0.006
8.74E-03,-0.00578125
8.75E-03,-0.00578125
8.76E-03,-0.00490625
8.77E-03,-0.0045625
8.78E-03,-0.00528125
8.79E-03,-0.00575
8.80E-03,-0.00496875
8.81E-03,-0.00471875
8.82E-03,-0.00584375
8.83E-03,-0.00553125
8.84E-03,-0.00496875
8.85E-03,-0.00540625
8.86E-03,-0.00515625
8.87E-03,-0.00565625
8.88E-03,-0.00559375
8.89E-03,-0.00509375
8.90E-03,-0.005375
8.91E-03,-0.0055625
8.92E-03,-0.00578125
8.93E-03,-0.005
8.94E-03,-0.0056875
8.95E-03,-0.00459375
8.96E-03,-0.0065
8.97E-03,-0.00503125
8.98E-03,-0.00496875
8.99E-03,-0.00540625
9.00E-03,-0.00490625
9.01E-03,-0.0046875
9.02E-03,-0.0051875
9.03E-03,-0.00534375
9.04E-03,-0.00590625
9.05E-03,-0.0046875
9.06E-03,-0.00509375
9.07E-03,-0.004625
9.08E-03,-0.0068125
9.09E-03,-0.00525
9.10E-03,-0.005625
9.11E-03,-0.00584375
9.12E-03,-0.00553125
9.13E-03,-0.00540625
9.14E-03,-0.00590625
9.15E-03,-0.00503125
9.16E-03,-0.00571875
9.17E-03,-0.00565625
9.18E-03,-0.00615625
9.19E-03,-0.005
9.20E-03,-0.00540625
9.21E-03,-0.00596875
9.22E-03,-0.0054375
9.23E-03,-0.006125
9.24E-03,-0.00559375
9.25E-03,-0.0053125
9.26E-03,-0.005125
9.27E-03,-0.0044375
9.28E-03,-0.00521875
9.29E-03,-0.0044375
9.30E-03,-0.005125
9.31E-03,-0.00609375
9.32E-03,-0.00596875
9.33E-03,-0.00553125
9.34E-03,-0.00540625
9.35E-03,-0.0056875
9.36E-03,-0.00553125
9.37E-03,-0.00515625
9.38E-03,-0.00690625
9.39E-03,-0.00525
9.40E-03,-0.00484375
9.41E-03,-0.00575
9.42E-03,-0.00540625
9.43E-03,-0.00571875
9.44E-03,-0.0059375
9.45E-03,-0.00553125
9.46E-03,-0.00575
9.47E-03,-0.0055
9.48E-03,-0.0053125
9.49E-03,-0.00596875
9.50E-03,-0.00553125
9.51E-03,-0.00521875
9.52E-03,-0.00515625
9.53E-03,-0.0051875
9.54E-03,-0.00525
9.55E-03,-0.0050625
9.56E-03,-0.0055625
9.57E-03,-0.005375
9.58E-03,-0.00534375
9.59E-03,-0.00571875
9.60E-03,-0.00509375
9.61E-03,-0.005875
9.62E-03,-0.00490625
9.63E-03,-0.00603125
9.64E-03,-0.005375
9.65E-03,-0.00509375
9.66E-03,-0.00621875
9.67E-03,-0.00534375
9.68E-03,-0.00546875
9.69E-03,-0.00528125
9.70E-03,-0.0059375
9.71E-03,-0.0053125
9.72E-03,-0.00478125
9.73E-03,-0.00490625
9.74E-03,-0.00578125
9.75E-03,-0.00528125
9.76E-03,-0.00571875
9.77E-03,-0.005375
9.78E-03,-0.00615625
9.79E-03,-0.0054375
9.80E-03,-0.0053125
9.81E-03,-0.0050625
9.82E-03,-0.0054375
9.83E-03,-0.00453125
9.84E-03,-0.0055
9.85E-03,-0.004875
9.86E-03,-0.006
9.87E-03,-0.00434375
9.88E-03,-0.00478125
9.89E-03,-0.00565625
9.90E-03,-0.0055625
9.91E-03,-0.00509375
9.92E-03,-0.00584375
9.93E-03,-0.0061875
9.94E-03,-0.00571875
9.95E-03,-0.00615625
9.96E-03,-0.005125
9.97E-03,-0.0061875
9.98E-03,-0.0060625
9.99E-03,-0.00478125
1.00E-02,-0.00621875
1.00E-02,-0.005
1.00E-02,-0.00528125
1.00E-02,-0.00546875
1.00E-02,-0.00628125
1.01E-02,-0.00446875
1.01E-02,-0.00525
1.01E-02,-0.00521875
1.01E-02,-0.00628125
1.01E-02,-0.005375
1.01E-02,-0.005875
1.01E-02,-0.00475
1.01E-02,-0.006
1.01E-02,-0.00578125
1.01E-02,-0.0050625
1.02E-02,-0.0053125
1.02E-02,-0.00575
1.02E-02,-0.00459375
1.02E-02,-0.0054375
1.02E-02,-0.00528125
1.02E-02,-0.00609375
1.02E-02,-0.005
1.02E-02,-0.0055625
1.02E-02,-0.00496875
1.02E-02,-0.00628125
1.03E-02,-0.00490625
1.03E-02,-0.0055
1.03E-02,-0.00521875
1.03E-02,-0.00609375
1.03E-02,-0.00509375
1.03E-02,-0.00534375
1.03E-02,-0.00565625
1.03E-02,-0.00521875
1.03E-02,-0.00553125
1.03E-02,-0.00615625
1.04E-02,-0.00478125
1.04E-02,-0.00603125
1.04E-02,-0.0058125
1.04E-02,-0.00515625
1.04E-02,-0.0059375
1.04E-02,-0.00528125
1.04E-02,-0.00509375
1.04E-02,-0.00634375
1.04E-02,-0.00553125
1.04E-02,-0.00503125
1.05E-02,-0.00553125
1.05E-02,-0.00578125
1.05E-02,-0.0049375
1.05E-02,-0.00521875
1.05E-02,-0.00671875
1.05E-02,-0.00565625
1.05E-02,-0.00621875
1.05E-02,-0.0061875
1.05E-02,-0.00490625
1.05E-02,-0.00596875
1.06E-02,-0.00528125
1.06E-02,-0.0054375
1.06E-02,-0.00534375
1.06E-02,-0.0054375
1.06E-02,-0.0054375
1.06E-02,-0.006
1.06E-02,-0.00546875
1.06E-02,-0.0061875
1.06E-02,-0.00584375
1.06E-02,-0.00525
1.07E-02,-0.0059375
1.07E-02,-0.00596875
1.07E-02,-0.00575
1.07E-02,-0.005375
1.07E-02,-0.00559375
1.07E-02,-0.0059375
1.07E-02,-0.0059375
1.07E-02,-0.0058125
1.07E-02,-0.0056875
1.07E-02,-0.00578125
1.08E-02,-0.00559375
1.08E-02,-0.00553125
1.08E-02,-0.00540625
1.08E-02,-0.00578125
1.08E-02,-0.006375
1.08E-02,-0.00525
1.08E-02,-0.00584375
1.08E-02,-0.0053125
1.08E-02,-0.00553125
1.08E-02,-0.0055
1.09E-02,-0.00559375
1.09E-02,-0.00540625
1.09E-02,-0.00484375
1.09E-02,-0.00584375
1.09E-02,-0.00575
1.09E-02,-0.0055625
1.09E-02,-0.00546875
1.09E-02,-0.0046875
1.09E-02,-0.005125
1.09E-02,-0.00575
1.10E-02,-0.0061875
1.10E-02,-0.005375
1.10E-02,-0.00534375
1.10E-02,-0.00546875
1.10E-02,-0.00534375
1.10E-02,-0.00509375
1.10E-02,-0.00478125
1.10E-02,-0.0059375
1.10E-02,-0.00534375
1.10E-02,-0.00521875
1.11E-02,-0.00540625
1.11E-02,-0.00584375
1.11E-02,-0.00534375
1.11E-02,-0.0055
1.11E-02,-0.00553125
1.11E-02,-0.00615625
1.11E-02,-0.00509375
1.11E-02,-0.0055
1.11E-02,-0.00584375
1.11E-02,-0.00565625
1.12E-02,-0.00553125
1.12E-02,-0.0061875
1.12E-02,-0.006375
1.12E-02,-0.00521875
1.12E-02,-0.00471875
1.12E-02,-0.0055
1.12E-02,-0.00484375
1.12E-02,-0.00559375
1.12E-02,-0.00578125
1.12E-02,-0.00559375
1.13E-02,-0.00528125
1.13E-02,-0.00559375
1.13E-02,-0.0056875
1.13E-02,-0.00578125
1.13E-02,-0.00628125
1.13E-02,-0.00534375
1.13E-02,-0.0055625
1.13E-02,-0.0055625
1.13E-02,-0.00584375
1.13E-02,-0.0053125
1.14E-02,-0.0059375
1.14E-02,-0.00571875
1.14E-02,-0.0044375
1.14E-02,-0.005375
1.14E-02,-0.0058125
1.14E-02,-0.00546875
1.14E-02,-0.0048125
1.14E-02,-0.005625
1.14E-02,-0.0059375
1.14E-02,-0.00540625
1.15E-02,-0.0061875
1.15E-02,-0.0054375
1.15E-02,-0.0045625
1.15E-02,-0.006125
1.15E-02,-0.0054375
1.15E-02,-0.00503125
1.15E-02,-0.005125
1.15E-02,-0.00525
1.15E-02,-0.00534375
1.15E-02,-0.005
1.16E-02,-0.0058125
1.16E-02,-0.005
1.16E-02,-0.00559375
1.16E-02,-0.00559375
1.16E-02,-0.00575
1.16E-02,-0.00440625
1.16E-02,-0.0051875
1.16E-02,-0.00490625
1.16E-02,-0.00546875
1.16E-02,-0.00484375
1.17E-02,-0.0053125
1.17E-02,-0.00521875
1.17E-02,-0.00509375
1.17E-02,-0.0056875
1.17E-02,-0.0054375
1.17E-02,-0.0050625
1.17E-02,-0.00590625
1.17E-02,-0.006
1.17E-02,-0.00571875
1.17E-02,-0.0054375
1.18E-02,-0.0053125
1.18E-02,-0.005875
1.18E-02,-0.00525
1.18E-02,-0.0053125
1.18E-02,-0.0055625
1.18E-02,-0.00603125
1.18E-02,-0.00534375
1.18E-02,-0.00665625
1.18E-02,-0.0055
1.18E-02,-0.00521875
1.19E-02,-0.0044375
1.19E-02,-0.00565625
1.19E-02,-0.0056875
1.19E-02,-0.0045625
1.19E-02,-0.0053125
1.19E-02,-0.00575
1.19E-02,-0.0054375
1.19E-02,-0.0053125
1.19E-02,-0.00534375
1.19E-02,-0.005875
1.20E-02,-0.00540625
1.20E-02,-0.00565625
1.20E-02,-0.00496875
1.20E-02,-0.0053125
1.20E-02,-0.00540625
1.20E-02,-0.005375
1.20E-02,-0.0055
1.20E-02,-0.0053125
1.20E-02,-0.00484375
1.20E-02,-0.0055
1.21E-02,-0.00596875
1.21E-02,-0.00553125
1.21E-02,-0.0060625
1.21E-02,-0.00584375
1.21E-02,-0.006
1.21E-02,-0.0059375
1.21E-02,-0.0050625
1.21E-02,-0.005375
1.21E-02,-0.0050625
1.21E-02,-0.00540625
1.22E-02,-0.00503125
1.22E-02,-0.005375
1.22E-02,-0.00559375
1.22E-02,-0.00546875
1.22E-02,-0.005375
1.22E-02,-0.00559375
1.22E-02,-0.00525
1.22E-02,-0.00565625
1.22E-02,-0.0054375
1.22E-02,-0.0053125
1.23E-02,-0.0064375
1.23E-02,-0.0065625
1.23E-02,-0.00615625
1.23E-02,-0.00540625
1.23E-02,-0.0053125
1.23E-02,-0.00596875
1.23E-02,-0.0056875
1.23E-02,-0.00525
1.23E-02,-0.00540625
1.23E-02,-0.0059375
1.24E-02,-0.00621875
1.24E-02,-0.005875
1.24E-02,-0.00434375
